name,ops,image_url,profile_link,community_member,youtube_link
Roma Downey,FM-Te/Se-P?/?(?),https://v5.airtableusercontent.com/v2/23/23/1700596800000/y3C6m1PmnLu1qO5JDMXEBw/m9sPySqOP4jV1xvOxH46TdOg7Zz6cOVy2Q3lpS_Umm-Dn98-LuK8wdkLEwdwDbkTpaWPa92ZRwfdP18fruZh8RWQgFUOiODYg0tGtGyftWps2W3LB97YP1X9u1ygB60_0mJYd2_CvYj1bagWCfa63w/dTA46XxdzfU5PIbkBngUZ4PusZIglsKUue9jJ7HIT-A,http://app.subjectivepersonality.com/search/person?person=Roma Downey,0,https://www.youtube.com/results?search_query=Roma%20Downey%20interview
Skylar Grey,FM-Te/Se-P?/?(?),https://v5.airtableusercontent.com/v2/23/23/1700596800000/Hz7KuV-GsGDHoReGwwlC7w/cPu6s_yLSBiC0J97iOe_9Eit431tw5BgREXQNRBYcAA01i3E4fBSl14td8GlBniHwH1qWWrXQA6bToQkACJOe1DTeuhvtSuG65xoOrF3KpeO4JJNhAa63J0G6T0m59UholqzP7rKaSy7Sb9w3IcUcg/xlxRpZsMe6TZOtyqb72Whl3OABScRwSk3C-5ViHvW2c,http://app.subjectivepersonality.com/search/person?person=Skylar Grey,0,https://www.youtube.com/results?search_query=Skylar%20Grey%20interview
Susan Bratton,FM-Te/Se-P?/?(?),https://v5.airtableusercontent.com/v2/23/23/1700596800000/Pww-SSiguuf0BjRMqJ4QFQ/3Jl_XkJXryUIfTfcyAW7mWzemV0yK7yPb8mPQxQgE5BLJG5v6GkHTNu17RQrSHjMRipYLy2HQsAowWWavxuME2JAxROc0mRRbevEvAQLy0o1XciXi16Q4DJ9qTy615mO_fNFH1kkfneq5KupPBgWLw/9moV0Y0rVFM7OzNdEHBDSsbe2ja3nxwNocFzKByjw-o,http://app.subjectivepersonality.com/search/person?person=Susan Bratton,0,https://www.youtube.com/results?search_query=Susan%20Bratton%20interview
Erin Burnett,FF-Te/Se-P?/?(?),https://v5.airtableusercontent.com/v2/23/23/1700596800000/RpX1E5UZ9unnv4uowTPqYQ/y7746yyYF1q5cSa4i-u3Fllg2cDy2y6nIIMeuKk3_gb6hiL6qeCpQzqmUQp7ptUG1FGwLpb-sBsi1WngrJSEsZp4WTgHoGmt4sH3AVsr6mfiA3mUGvPA5rJwKrSjLpniRtUHiBgZDlPEISJLJuUwtg/wf-DaLjldU3SGRJ1sDKokoetJZ3Gve7jSgYKNdHiyKQ,http://app.subjectivepersonality.com/search/person?person=Erin Burnett,0,https://www.youtube.com/results?search_query=Erin%20Burnett%20interview
Missi Pyle,FF-Te/Se-P?/?(?),https://v5.airtableusercontent.com/v2/23/23/1700596800000/pfa8WbNwpntJn49wb9eSfw/855hALFu4z4Vls5H992gy-h6E-KpIAJYi867RT27FZcyIo6WpfM-0QOCzFftv5Fi6aJKbCp-8hEyNMsOpPrNZPYxjzLnAi2HNczt06F8SLDdHjIG-ZS5KSiipp9WxXQDOBYeAVYfkDYHzCZSUj7U6A/P9_EHrobdWYGX68EHEwyXbsjv6CO-6ZoJU8s8LlF-m4,http://app.subjectivepersonality.com/search/person?person=Missi Pyle,0,https://www.youtube.com/results?search_query=Missi%20Pyle%20interview
Stephanie Carina,FF-Te/Se-P?/?(?),https://v5.airtableusercontent.com/v2/23/23/1700596800000/fHBD7tVbezSVwsSOSQzpew/83JTB75ye3eI-xB08SGMlc5_1NWe99iQ7m3FycBkbYmKGzE--4u8LlKdsIRDcKRVB0HUwsxDTfDzt0iFRxt1aniz3VBewYVpYPm5CSC-w8--BIdUMUxhy_BdriHk7R2icSTI5QhkjLg8qXFdwhlTrw/sWMZHjsClb_jElNbnAGo_zTAQxoRtt1HppLC4HCoRwc,http://app.subjectivepersonality.com/search/person?person=Stephanie Carina,0,https://www.youtube.com/results?search_query=Stephanie%20Carina%20interview
Amanda D,MM-Te/Ni-BS/P(C),https://v5.airtableusercontent.com/v2/23/23/1700596800000/TM-5pD4MTr1s_PljaPA63A/6QTNt-0Jq3mhFDbI0nBCsb0KHW03uCp7WEVBO6hccBwqXz7HOBDhURpYY8aoSGjYN4he5gXKZT2TcvqIFfYNBX5ZTfKdSSn9Gbm-moC7l6-y1LEPrTvwAY87QN3F3xvyvo-mUvjI8bZvtjcX5zc-Zw/oQVjLNWBw2t2h2zRchWdN2rB69fGVaZ4GQKuzPYGyOY,http://app.subjectivepersonality.com/search/person?person=Amanda D,1,https://youtu.be/hhAPJAi0Ako
Frances Haugen,MM-Te/Ni-BS/P(C),https://v5.airtableusercontent.com/v2/23/23/1700596800000/XcBiqwAZcx7xnOqTCVivBg/xcmTFYWxNUmeeBIGGOR3XoKF8lBbD77CfiTyaolMVH79nkSUpPIAFqZY0nuI2t--CBBh29wQ2j3ge3rJhVeLQKJFF5PHJ2jo1V71p3w8KpHOa8HrBxVS_lcyWHgSRiPEOCDHs0ZCFZ0nlu6JvnRuWQ/cv8nMFUmjkUYx7vWIitEApt4bo4u_RRq1XpOUyrco6E,http://app.subjectivepersonality.com/search/person?person=Frances Haugen,0,https://www.youtube.com/results?search_query=Frances%20Haugen%20interview
Jeanette H-H,MF-Te/Ni-BS/P(C),https://v5.airtableusercontent.com/v2/23/23/1700596800000/kKpFHy44hbunqbwLd2jLug/dopRW_zSltiPjl-3sOaWsUFCEn4l417sh6xv99cTuXp3daVzAj1TSjE0wBlFR_jw7k7JPEpKr05BpnzY9vkF1YVBeJRSffwFRWpLtQN2MOCINlqwYMd79rROoLjvgaO-lhgJS8FBP-fQIC4mZOQ0xQ/jbJyN39ph71SLXMEakjxNS5MpON2vzuxsLwAYuKfzIk,http://app.subjectivepersonality.com/search/person?person=Jeanette H-H,1,
Kat Zvodar Graham,FM-Te/Ni-BS/P(C),https://v5.airtableusercontent.com/v2/23/23/1700596800000/fgUIWEZEjix4KgZ7z4udUw/b6bvWuA1XeEStXkYmUjRQUPkDPtWes0HYSz-4uudZgwyJm8qSpqHm8jkm_gGkR6fVa-kGY2OWwQGUB67vU-HUcY7MNVguJVh14FBN888v2nfCdfDYkl5F15pz_xX_K2qODqd3LJC9XiFetcx7pKs3A/blh9kzFNVWYXa-7KnINThrxoeG8YPFBRiGvcdgVRT_o,http://app.subjectivepersonality.com/search/person?person=Kat Zvodar Graham,1,
Kat G.,FM-Te/Ni-BS/P(C),https://v5.airtableusercontent.com/v2/23/23/1700596800000/7fBBrunU76tYBTNzTKGnXQ/IIDWvYf1ojiwIXE7CBdrCMmN3jjtk_FzCBMFDmM9PjxxLaz_wHnOl4bWdw0wkThagpZmdCsu0WbyJ812a7FFLXb7X7vuwBZ7QuLMDVAwbKvxI62QpZ7yCjaIEo6c7JSMssgCu71XSNLL-hRM-eUHuQ/e8vQ3o6ZNc2JDgMFxIKu7YocTE-mFb7hkBwWVaVVQ4w,http://app.subjectivepersonality.com/search/person?person=Kat G.,1,
Maartje,FM-Te/Ni-BS/P(C),https://v5.airtableusercontent.com/v2/23/23/1700596800000/vDzeRLKqEPJy946tL9H7SA/Ac8mpNMnws_Fp-lTWf4DIHWin8PQf9nclY8EHqJw-jO0R95gsVBMjY64PLBvXtUABOIfz7lU-uvKcfYIAkphpRdfyNVPQxdzCfWIRxtSjPbkJVO1WIozD2TcZJloa3UZZDEnmKRAcTlOiOTZ5fiYWQ/Dih3ovwsYO2eyX2hP9cu4u3zB2XZAeZScexBNkKYw20,http://app.subjectivepersonality.com/search/person?person=Maartje,1,https://youtu.be/Yqs_kmuccJ8
John Travolta,FF-Te/Ni-BS/P(C),https://v5.airtableusercontent.com/v2/23/23/1700596800000/41OnUURqKDZ6VeO1CYQK6A/YBYpPHv-8O9s2HprnPj6dpNQsll_1fY0EZQDwMnIkY1O5Yhqu_ZZHzi3sUG04wmTv2drR_APC9DdhSrFUcoip2EJFB8--gWMaL35KnXFCuPg_IjDxgH6q5ITUpumzYPJtOJ4O-hr6Ww92_N9SxDmBw/9fktXqX9D7au1AZb944FOy8w8GBTySL0_qv4m1QOc7c,http://app.subjectivepersonality.com/search/person?person=John Travolta,0,https://www.youtube.com/results?search_query=John%20Travolta%20interview
Alejandra Costello,FF-Te/Ni-BS/P(C),https://v5.airtableusercontent.com/v2/23/23/1700596800000/IBzxxx4bxfOXPwsdHAY-pQ/iHTJ0zoZGAU-Op5LjtZatr54OsS2FpjfXG8dlFWOXTsusMj5iMqt5cyiobHSKi_X5bfLC5WaUqUa71e5aGlxVbY_ZJITWt8R2AusYr985GHC6OoNYIUFPjEuW6z4EPv1ssD_Wd6sD1dAxweb74bT6w/yF46RfUucWBRFPmUsRboFnAktU-CJHqq59LOJxvelF0,http://app.subjectivepersonality.com/search/person?person=Alejandra Costello,0,https://www.youtube.com/results?search_query=Alejandra%20Costello%20interview
Joni Weiss,FF-Te/Ni-BS/P(C),https://v5.airtableusercontent.com/v2/23/23/1700596800000/HotPPRHhwk7fa2Tpo898rA/16o2eEy5ZrNxE8O5URv0O_2MsDsqeLNHf84Bpz1S2FwUlJwnGjff1p6dotqw4UnraTCeFDc3U8Aex2lWLSgB4HWz2IrjeLwxN48wqEs4lLpebSTZVuXi2GWRjfA0IRDHhZYdZJA_wr6EXnZKTgmLyA/2q1kykfVEjR6KcmXuc9IG605kA59HJp4qVtdDhwcztU,http://app.subjectivepersonality.com/search/person?person=Joni Weiss,0,https://www.youtube.com/results?search_query=Joni%20Weiss%20interview
Unknown ENTJ 1,??-Te/Ni-BS/P(C),https://v5.airtableusercontent.com/v2/23/23/1700596800000/1rDNyHRE0CxFaufzfPb5Ew/6DEKVvGD7g_UAHTfJ5AKR0kWFJsDHu_lpn7R3Kh0GyBk9U5_etAAbR20jJa8KSLrQEev2gYH3vpX_yGMVVxjm6SU5T1bjM2hmOkDk8x9KDWvGAT-nfbxJu-8y84Njie2AgMFyDRfqGUiMNC4rQWwqw/VxF9LP9XvMxsWv8QvL-ZU9DhqWEkr7-1OoemLPSJDJI,http://app.subjectivepersonality.com/search/person?person=Unknown ENTJ 1,0,https://www.youtube.com/results?search_query=Unknown%20ENTJ%201%20interview
Jodie Foster,MF-Te/Ni-BS/C(P),https://v5.airtableusercontent.com/v2/23/23/1700596800000/SndGmR3ZHdp9nrUx-xih2A/1XSXQ8w33D2Z0eNjQm-FW9hUSeFe0EjWiB11Rxk87mxwFVHaVXTUneW9j6h-6XJ4-XCVF7wGwf_4bZdrtDYm0KUXkVonHhtCTQ5hcZtw9_RXqP4wwFZ-oYZYlqGl7HDvN_BdQXzEbpKFTtT6hFTibQ/jVFyx80YmUaQMh0DrbMt0s8AVA42H8DB5Z5YI_414-I,http://app.subjectivepersonality.com/search/person?person=Jodie Foster,0,https://www.youtube.com/results?search_query=Jodie%20Foster%20interview
Alicia Marie,MF-Te/Ni-BS/C(P),https://v5.airtableusercontent.com/v2/23/23/1700596800000/Y5vbQzyv-wFkXeQQeN3AzQ/-hYHjis-2ZgfN5p9_71mCZzFdSvDvbgZxtvBaKU6XR03YOlck53ItBPY9TzjfphJVQxPXNMOgaPXCaeEC5FHBpmP5IOSk3PkZfDxvd3U1_7w3ps27wJjrxNhc-ZpyUPgTE8iMFLcT26mPzHjTPwI-A/6HbseXu9wNHajhR4O-iM_CvgNgY22LlPZmEWpjj_4yw,http://app.subjectivepersonality.com/search/person?person=Alicia Marie,0,https://www.youtube.com/results?search_query=Alicia%20Marie%20interview
Farrah M.,MF-Te/Ni-BS/C(P),https://v5.airtableusercontent.com/v2/23/23/1700596800000/ux9-715rg08pAwaQP-EZWw/f7kq-y12I1PiPsp3dNcsrcL2LYzc7kvdg2lrF_7UcgtQ64NRbW7m-041OFVRa-MeLGq4ln2gGMPqVhM-D0X7_ccyt_FwuLyh63coORiWTC01EEb7L-MAV70fDsqNKCAzukHRsdkuoietk2-q90uiZw/VPtpqoryFAJre-roL5gzOrBvMI3dFg3J3gpfgm6-SwY,http://app.subjectivepersonality.com/search/person?person=Farrah M.,1,https://www.youtube.com/watch?v=LVrMP4ix9H4
Helen Hunt,MF-Te/Ni-BS/C(P),https://v5.airtableusercontent.com/v2/23/23/1700596800000/T5KFfGp4okLoVP8xGTHJlA/kUdcMi5FHS96AE3ciNxlIVBaa_hSsMcURf67czhshRO-geI0rKS36e7qROWiZYzQoYGP6ljIGyTonNKLvuXgcnOyCcdBDFuLQBW7em88DxEJ7LrSHoXCohQ5l0foO3nH-ThiKGu9m7vRKgviMnSXFw/jUkUy4pXxjrKHi7fUhuuL-ovireHpxlPBmlvkMr7I4I,http://app.subjectivepersonality.com/search/person?person=Helen Hunt,0,https://www.youtube.com/results?search_query=Helen%20Hunt%20interview
Adelle Ramcharan,FF-Te/Ni-BS/C(P),https://v5.airtableusercontent.com/v2/23/23/1700596800000/_Td-QJpkgSWA7gt9UXJRgQ/7XvL5lkUMK6BuQQq4flpai4Nrm8ylqSGD5bBFrY6emc1-UhHi5R13OyvZ-TAXZji_oEOBTUOMPch4vsvBO2LcC8mE6M4To8YDOHm1KOpV_XTiVAzu2vGaV3ltgWfB3AKn48qqR8U83-VVgyBJoP02g/QI8w2NcpIEwEXfaxCSqf9MlpJr2PJ2rXF228XKmhhJg,http://app.subjectivepersonality.com/search/person?person=Adelle Ramcharan,0,https://www.youtube.com/results?search_query=Adelle%20Ramcharan%20interview
Kamala Harris,MF-Te/Ni-BP/S(C),https://v5.airtableusercontent.com/v2/23/23/1700596800000/BleGU7B_fLClJne_U8LazA/-mXQ3jtR53NjEqvM7bBUqw194UyoMhZYijgI1ZHxwTeptq4D2vaWFgeLHsKZy4QKgi34leo7U-wwpkNozBYjHESA7O3aPxcSuGotljUOkjXrN7FEMIxxudZx10hHqN3iGAPkZVr7NJBXl8xrIDgQog/npl7iXAbnep4jfFMgIKPK4ccSwRopPd4g3kgHj6PjQ4,http://app.subjectivepersonality.com/search/person?person=Kamala Harris,0,https://www.youtube.com/results?search_query=Kamala%20Harris%20interview
Hoda Kotb,MF-Te/Ni-BP/S(C),https://v5.airtableusercontent.com/v2/23/23/1700596800000/uRU-CMDMTEIzMu2BBcmu2w/fLJdT5B44YghmXpzFpKJQnKy8oDNkyjdfnffdbtke5RakXPm5VRt4kmez7b-biHrxiAxql4hVXGQew6yL_q34ylnXxWtz8hWm-CXnjpz-itsy1ZkDYgHp4ZE2RyE5pXbM3CGnn1JXdIimVB1TiamqQ/mHSktop4HU8AgvqmSbnhppFTRQIMhyIJNJM9ldFC4Mg,http://app.subjectivepersonality.com/search/person?person=Hoda Kotb,0,https://www.youtube.com/results?search_query=Hoda%20Kotb%20interview
John Maxwell,MF-Te/Ni-BP/S(C),https://v5.airtableusercontent.com/v2/23/23/1700596800000/umBr-fuVSET5P4z5zwFl4g/44Lcn2WnmntKbVxNJU3KDRw1LjW_XrX4YYs72pWDbsRqoOV0zoBPMgNc34gDWKvhBqvQTqwSzlA8Zeij4b2FYrz33jzBJETu1zZsqyz8_YQbTN_NimkrJn4D2Hm6omB9PJlwv1mVbEfP5tnbkrzA4w/86wdJh3gxIKph62y_WJnPp7yDQ8QjHWyVnkm9bRLOo4,http://app.subjectivepersonality.com/search/person?person=John Maxwell,0,https://www.youtube.com/results?search_query=John%20Maxwell%20interview
Roos,MF-Te/Ni-BP/S(C),https://v5.airtableusercontent.com/v2/23/23/1700596800000/7j5MVG42sweIHL1tvF_JuA/6rb60qV2Wrys0qCFjkUy1RbCThERPXEDYqqc1O87RDmoFijRE8eekarxsBHwsQPhs64LQGXuMDNew7E5H4kaIb656meWrk3Z-LPZnQzPGft8oWk-m8CheDEeqF1EQn3bWmow9bWSQLrNAwwY8ALaTw/s4ITL3TquSqErGkzq0g7s3Xk0g8z4s3kdYN8EWUySG0,http://app.subjectivepersonality.com/search/person?person=Roos,1,https://www.youtube.com/watch?v=Av4TRYf-2DU
Michelle Obama,FM-Te/Ni-BP/S(C) [1],https://v5.airtableusercontent.com/v2/23/23/1700596800000/8Tn-hZzpItuGBOSqwYJSAg/GOqRuM-iWZb0bh5NXRZAogWQEgN8rkuqBv9lC8IUgfskZIIxzUQn_LD2r3mRi5STGWDPe_q3055T9tALRTN31kNWdS9uH94VUz6o-PdkEOixn7Tfrx966O-GVMcvJ68S_Xyv8EbwGZCfqqglUyl9Hw/1PKEUim7YkmUOZfwKy0rFlGgMB_ZKuqVZVMKj_O2DoE,http://app.subjectivepersonality.com/search/person?person=Michelle Obama,0,https://www.youtube.com/results?search_query=Michelle%20Obama%20interview
Jeff Bridges,FM-Te/Ni-BP/S(C),https://v5.airtableusercontent.com/v2/23/23/1700596800000/pSsBZIhkZi__RIGoJxKpzQ/SXmM9cmczkwOqUyhVPwh2QqTp4K2ppjW_HH5QP4yxumbPSwr81c_-oAQ-5qV3fRaXzdg7SdE-vKXtPndQ0ErTcmCbdptFwaUET1vYTljE9J06tuMzRw9DPuYq_X0VY-DYVzLukcS6a9YmIqFytiN1w/e5kNVmEmaXRh9_8zZ8cKy266U7Qz0U0W2NlPtWXK-A0,http://app.subjectivepersonality.com/search/person?person=Jeff Bridges,0,https://www.youtube.com/results?search_query=Jeff%20Bridges%20interview
Katie Hopkins,FM-Te/Ni-BP/S(C) [1],https://v5.airtableusercontent.com/v2/23/23/1700596800000/yxJuy4-KkLujDFmounbkIw/E0le7z4pSHPWxaHkjhmQeCwk3L_fyDKjWPmD8vZH2NsVECnHqKoOAP051c0IHcNFk4Z0w-ErjTLFFbIrF2o6baKLFOcQoOMppJ9TXZi1F-GrSB9puQvdGfwwN0ULbFbxnUqbppkLedPBoJLQDlem3Q/ubda5yKweGRqDHDcqSzbmgHVj8KZU6SfttjmClonBEA,http://app.subjectivepersonality.com/search/person?person=Katie Hopkins,0,https://www.youtube.com/results?search_query=Katie%20Hopkins%20interview
Siwan Menez,FF-Te/Ni-BP/S(C),https://v5.airtableusercontent.com/v2/23/23/1700596800000/LF0iHbD8mIjkMTlu9u5jsA/bCyBNJo_xe577-QQ6hlntS312nsYD5at0toWZXZ09bpwKj-XyDRFspFs8NSYjHmpJPpYnh5p0u1bw6stCJdSIm8zxXkfOZJvhkS0g2sIgjZeStbh-avpdoLYIYZr4JgMeNnnIG2vUh_UNIxKB_y-ww/JNj-cP22Ug2eMiCDsIqe8zDuAsfSi5aKxNxWbRwthnw,http://app.subjectivepersonality.com/search/person?person=Siwan Menez,1,
Alex Jones,MM-Te/Ni-BP/C(S),https://v5.airtableusercontent.com/v2/23/23/1700596800000/q7qmIXvMktKOxk7DwFzyTQ/CYCUsappW5DGR2OxB88JH5y5MeVCUVgdXWBxktWUyMfv1pIRuYlNVdlUaH18ZRttM2F0WUVoxsMKX2VgD-btksE4hGEZeGwGXxOeBvyfwx1epwXoG81hotGcDsx_tiw47tel_RWK7x6gMGamvEyqAg/mvYPvfg9qX6r1P8dgUAQZC-Foi0mOLvtOBkRv0bdmno,http://app.subjectivepersonality.com/search/person?person=Alex Jones,0,https://www.youtube.com/results?search_query=Alex%20Jones%20interview
Bill Hicks,MM-Te/Ni-BP/C(S),https://v5.airtableusercontent.com/v2/23/23/1700596800000/gi_EAv81vx8KFI3PTExVAQ/5yObTBVtXIOVSPOo575czDYj3JETWhkACRidCdfyr4Cw0OklKcwKF8wyuceMQLZRDFLFWQBfTyRcygxgAipQUasgdd1zBTmprSh-kOSXqsD3sWLY0cogFCMxxVFaURNcs6tn1PT3deW6vwoZodfQ2A/fB_B6rqXvPI4_crsOH_VvclNpC_04WkiXZrJloGuBc8,http://app.subjectivepersonality.com/search/person?person=Bill Hicks,0,https://www.youtube.com/results?search_query=Bill%20Hicks%20interview
Jillian Michaels,MM-Te/Ni-BP/C(S),https://v5.airtableusercontent.com/v2/23/23/1700596800000/os6H7NeY_ofOzsXxlYerzw/CzeKyY2GNtIAvPLTSA-fdmPMkzwxY1ME80xCzVTI8QeAmnjkJyh0CVKvFe5j0p_4_tV-CXOWkBV3BtINS09grmvhIRqMAvZd13iEHC9ZYJQDciO6hRzYWRK1E0JporIVaf2e0rQQyVYBwyb8yu37gw/B1ljgDNb2RYXwwImgUA-5ELM-zeAOx_pAoS8a_g68A8,http://app.subjectivepersonality.com/search/person?person=Jillian Michaels,0,https://www.youtube.com/results?search_query=Jillian%20Michaels%20interview
Jordan Belfort,MM-Te/Ni-BP/C(S),https://v5.airtableusercontent.com/v2/23/23/1700596800000/31PPkXUnYZ_rw5MSQUeUNw/rkdG4ayyifON-Mqz9DMWrfSbxwb2f_nBha6WpxJT0m8KtcxZkCFDBgsapNThuwhd_mcJduFR9NNnW_BQNNWGtnPXPzAmyKXKP9SM0v8QW7pNtbhp7Y4RB2MQH2SDsutEI_519XwM_EExgrpESuFDpg/lQzMFTYMJsnePHab9dxaI_pKFNH4vcY7fv0wK5Y-p1Q,http://app.subjectivepersonality.com/search/person?person=Jordan Belfort,0,https://www.youtube.com/results?search_query=Jordan%20Belfort%20interview
Wolf of Wall Street,MM-Te/Ni-BP/C(S),https://v5.airtableusercontent.com/v2/23/23/1700596800000/_cVDzR9QjxIY0j5G88a2VA/KbPlECw2Ta_4zhpsCfvIbG8hxJPysB2QBWJlMToBtpnoRDNeUD5yxJEeeeKyx0W_FWPXK8NPdrSY_TNaKsLPjeBi_xKUrwuovmR6cIC8cdvbIyOzeKBkRMOqU0SXGxuGaCw-_aN-qEAiN4jXYd-eSw/w2RpZUYXtPp-iVT_UIPM2JYGbh6_vO0friaGTeeeTJs,http://app.subjectivepersonality.com/search/person?person=Wolf of Wall Street,0,https://www.youtube.com/results?search_query=Wolf%20of%20Wall%20Street%20interview
Danielle Fishel,MF-Te/Ni-BP/C(S),https://v5.airtableusercontent.com/v2/23/23/1700596800000/FwWn99uGAg80kN15_rqBqg/P89ew0sgmJF4v-MSQRJMmAYIjqZlc9ky0X5GPuV0Fxq58k8EcY_UkuabPdvvjrbDmp0alHh-xtiruWSIoL0Iss36QIzjRT-Ohuz7mkW8IocCA78wgPpkaCDPNIN_IAha0fU-3UmWccaeZdnWzEmhSQ/XplE-m2nwNX2Gmt__BKDgbVwNt2LiW86BTD96oP0Eng,http://app.subjectivepersonality.com/search/person?person=Danielle Fishel,0,https://www.youtube.com/results?search_query=Danielle%20Fishel%20interview
Leeza Gibbons,MF-Te/Ni-BP/C(S),https://v5.airtableusercontent.com/v2/23/23/1700596800000/XZke_pNwst_NWveFJqRWjA/jhBIAq4yujXIQPNMVcyATrXW-hUV3C3KC6-wWGak9hrdxTEVbsVn2VhJTMlJNNDy8z2wXLPoSdvzZKNnVaIuwotXDJqe2tMIl29oZpvtgymiSwxsv7qCPrBe7cXrLy00P_Dc9Jy_Bztb0s7F2wVx-Q/8qQuo9fxAlb_l6Z_lhojUGPglZBdNACdCBlbHQ8GxNY,http://app.subjectivepersonality.com/search/person?person=Leeza Gibbons,0,https://www.youtube.com/results?search_query=Leeza%20Gibbons%20interview
Mary Mercer,FM-Te/Ni-BP/C(S),https://v5.airtableusercontent.com/v2/23/23/1700596800000/UvPfeAiX-FT2T5_rJzxeEg/S-2PWFiAeypa5ThiORtkqdBFp2F6mHScDZNZoE7PFp8UWBh8EGG884FlUQxcrdgZ3QFr6TuymM5KHgYWtOk9Qvn-tImDqCbFdO6ITEqknVCG2LhjGGI2FZE1l5FL6JokNu1N1BChOroeMX19gAybJg/SEE_Kkae3jmd_yztMB2HNKS5M0rjolsG1pUY7-f5yqU,http://app.subjectivepersonality.com/search/person?person=Mary Mercer,1,https://www.youtube.com/watch?v=m5PTMSLukGA
Alison Ettel,MM-Te/Ni-B?/?(?),https://v5.airtableusercontent.com/v2/23/23/1700596800000/Ep9Y9gHHVObKqkPg25KN5g/NM8J4dsOPLqCphLJG5W1xT3es8mVE9QOGAid26YfzYJzSkC8CxRXW5Vo2AgscvXkz_Lhj9lNRLlvzdbLPsPTPXu5-XzwCNazb2Y68aX-Y0oDzJtJgwbJm4BwjcaGNIkdhnzHXFAEGwqqEqHduAXtIw/frLow2Av-yRTOG0KrY-BOAbYGIPzBZNJTK4x2dZtC3Y,http://app.subjectivepersonality.com/search/person?person=Alison Ettel,0,https://www.youtube.com/results?search_query=Alison%20Ettel%20interview
BBQ Becky%2FBetty,MM-Te/Ni-B?/?(?),https://v5.airtableusercontent.com/v2/23/23/1700596800000/2BueSAE0E39OuZ-LlroCag/MgZBOaoy2IoWG1WkStFsYGrQ7_EKS1xrH3TewUEiAdOn8I_GFRSt0a1ykSVQhb39bsO0dZV9wQWgH7VWaa1VxXjXIW3UCk_SmtXBxg7oNsixITSDc2W8K94QEoff38YHD8cOBKbo6ZIH8RBjBccrrQ/uZ31DdYUhUH832TYXyF9IiFlz1tI4VF7gMkyQaotQkM,http://app.subjectivepersonality.com/search/person?person=BBQ Becky%2FBetty,0,https://www.youtube.com/results?search_query=BBQ%20Becky/Betty%20interview
Christine Brennan,MM-Te/Ni-B?/?(?),https://v5.airtableusercontent.com/v2/23/23/1700596800000/Kz67UK5TFDSR7nJeY37hqw/XV4KT4hb0ZMEsx1PlxFfBN17R6WI5YFfMmuPTRayuOZDyfyqlNy4QinFeEkwIh0pfjlbJ0HJ2gHeT2XLmYfMnD5hwIbhlOicS4xdH9JEQu2FzOx1MSDJL9-jeD-aBZYSXVml1w1W0na5zZhnyIqHnw/BggZ9bueX-4LcNYEDvD4lyJ9ru20qSFMnEQe1nvnp-8,http://app.subjectivepersonality.com/search/person?person=Christine Brennan,0,https://www.youtube.com/results?search_query=Christine%20Brennan%20interview
Aaron Eckhart,MF-Te/Ne-PC/S(B),https://v5.airtableusercontent.com/v2/23/23/1700596800000/j0BDYcS-zc2G0Svay2YlvA/ID6-eO0uve_voiVOWoAUmcpIYaoE-INrCeg-FKRGIhYJrYBF0cfV5LjU4W5dbZrFFEi6xdgLkxUkgedbapN1UysthnmwXEZWVLKwYH_27luZ3ab-tvjC9JEsQUH8WzRidD21SV9cqjVnuOQe7Re02Q/-C-tUXNURBH5XpVJCuaE9FuounAT0BipZB7iRIO9HzU,http://app.subjectivepersonality.com/search/person?person=Aaron Eckhart,0,https://www.youtube.com/results?search_query=Aaron%20Eckhart%20interview
Ben Uyeda,MF-Te/Ne-PC/S(B),https://v5.airtableusercontent.com/v2/23/23/1700596800000/uzRKf41hXzatAVMBEJA7Vg/0nTQgRP1SrCkkupMalxwGxGqwUyRQnpu1eb23b9vtD3nwPgv7QIilTE3TcF3_sxJAnVkonzrJ-RiuA6RNTMj95epNVtW6wtdLMnl_p8e6780Y7gbMBIO9nykE2uJAJmCobmHBrcA7j63AjctXsrsVw/XB9xu1034eZKBa1uOgsVoBtxRvcWm_5KAApXrI-5DLI,http://app.subjectivepersonality.com/search/person?person=Ben Uyeda,0,https://www.youtube.com/results?search_query=Ben%20Uyeda%20interview
Bryce Dallas Howard,MF-Te/Ne-PC/S(B),https://v5.airtableusercontent.com/v2/23/23/1700596800000/e-7jjufEYAsM3y6HuvcPZA/LIQWa8ILFOREElliGvaEpDAXtMw8jYWiKeXVct2SVFXJGitjBG7EEJiW3cxxtrRQQmEj0XR3H8t4Kaxhfh2QLC5FICrA8FcL5b-VDfJ7iIdyCfz-_-tQ_j54XKa60hbeu2PUfSOuX9OwSXHZoIJE1g/Arm3nMTdp9LuPktFtEPeM8_J5KFf-t1oYpaT128veoo,http://app.subjectivepersonality.com/search/person?person=Bryce Dallas Howard,0,https://www.youtube.com/results?search_query=Bryce%20Dallas%20Howard%20interview
